CUSTOMER:00000001000000000300000008d0:1:d CUSTOMER:00000001000000000300000008d0:1:e CUSTOMER:00000001000000000300000008d0:1:f CUSTOMER:00000001000000000300000008d0:1:q
CUSTOMER:00000001000000000a0000000470:1:d CUSTOMER:00000001000000000a0000000470:1:e CUSTOMER:00000001000000000a0000000470:1:f CUSTOMER:00000001000000000a0000000470:1:q
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000002:2 DISTRICT:000000010000000002:3
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000003:2 DISTRICT:000000010000000003:3
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000005:2 DISTRICT:000000010000000005:3
CUSTOMER:000000010000000001000000092c:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000001:2 DISTRICT:000000010000000001:3
CUSTOMER:0000000100000000070000000ba0:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000007:2 DISTRICT:000000010000000007:3
CUSTOMER:000000010000000009000000091b:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000009:2 DISTRICT:000000010000000009:3
CUSTOMER:00000001000000000800000004cc:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000008:2 DISTRICT:000000010000000008:3
CUSTOMER:0000000100000000040000000730:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000004:2 DISTRICT:000000010000000004:3
CUSTOMER:00000001000000000700000000f8:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000007:2 DISTRICT:000000010000000007:3
CUSTOMER:00000001000000000a0000000520:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:00000001000000000a:2 DISTRICT:00000001000000000a:3
CUSTOMER:00000001000000000900000004f0:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000009:2 DISTRICT:000000010000000009:3
CUSTOMER:00000001000000000a0000000518:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:00000001000000000a:2 DISTRICT:00000001000000000a:3
CUSTOMER:00000001000000000100000007c7:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000001:2 DISTRICT:000000010000000001:3
CUSTOMER:0000000100000000060000000aa6:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000006:2 DISTRICT:000000010000000006:3
CUSTOMER:00000001000000000600000004ef:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000006:2 DISTRICT:000000010000000006:3
CUSTOMER:00000001000000000600000004f0:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000006:2 DISTRICT:000000010000000006:3
CUSTOMER:00000001000000000400000001f0:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000004:2 DISTRICT:000000010000000004:3
STOCK:000000010000004576:1:o STOCK:000000010000004576:1:p STOCK:000000010000004576:1:q STOCK:000000010000000cab:1:c STOCK:000000010000000cab:1:i STOCK:000000010000000cab:1:n STOCK:000000010000000cab:1:o STOCK:000000010000000cab:1:p STOCK:000000010000000cab:1:q STOCK:0000000100000111bf:1:c STOCK:0000000100000111bf:1:i STOCK:0000000100000111bf:1:n STOCK:0000000100000111bf:1:o STOCK:0000000100000111bf:1:p STOCK:0000000100000111bf:1:q
ITEM:00009f55:1:e ITEM:0000bf7b:1:c ITEM:0000bf7b:1:d ITEM:0000bf7b:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000002:1:i DISTRICT:000000010000000002:1:k CUSTOMER:0000000100000000020000000486:1:f CUSTOMER:0000000100000000020000000486:1:n CUSTOMER:0000000100000000020000000486:1:p STOCK:00000001000000226f:1:c STOCK:00000001000000226f:1:e STOCK:00000001000000226f:1:n STOCK:00000001000000226f:1:o STOCK:00000001000000226f:1:p
DISTRICT:000000010000000004:1:k CUSTOMER:00000001000000000400000006b0:1:f CUSTOMER:00000001000000000400000006b0:1:n CUSTOMER:00000001000000000400000006b0:1:p STOCK:00000001000000577f:1:c STOCK:00000001000000577f:1:g STOCK:00000001000000577f:1:n STOCK:00000001000000577f:1:o STOCK:00000001000000577f:1:p STOCK:00000001000000577f:1:q STOCK:00000001000000d413:1:c STOCK:00000001000000d413:1:g STOCK:00000001000000d413:1:n STOCK:00000001000000d413:1:o STOCK:00000001000000d413:1:p
ITEM:00009f55:1:d ITEM:00009f55:1:e ITEM:0000bf7b:1:c ITEM:0000bf7b:1:d ITEM:0000bf7b:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000002:1:i DISTRICT:000000010000000002:1:k CUSTOMER:0000000100000000020000000486:1:f CUSTOMER:0000000100000000020000000486:1:n CUSTOMER:0000000100000000020000000486:1:p STOCK:00000001000000226f:1:c STOCK:00000001000000226f:1:e STOCK:00000001000000226f:1:n STOCK:00000001000000226f:1:o
DISTRICT:000000010000000004:1:i DISTRICT:000000010000000004:1:k CUSTOMER:00000001000000000400000006b0:1:f CUSTOMER:00000001000000000400000006b0:1:n CUSTOMER:00000001000000000400000006b0:1:p STOCK:00000001000000577f:1:c STOCK:00000001000000577f:1:g STOCK:00000001000000577f:1:n STOCK:00000001000000577f:1:o STOCK:00000001000000577f:1:p STOCK:00000001000000577f:1:q STOCK:00000001000000d413:1:c STOCK:00000001000000d413:1:g STOCK:00000001000000d413:1:n STOCK:00000001000000d413:1:o
WAREHOUSE:00000001:2:h DISTRICT:000000010000000005:1:i DISTRICT:000000010000000005:1:k CUSTOMER:0000000100000000050000000024:1:f CUSTOMER:0000000100000000050000000024:1:n CUSTOMER:0000000100000000050000000024:1:p STOCK:00000001000000767f:1:c STOCK:00000001000000767f:1:h STOCK:00000001000000767f:1:n STOCK:00000001000000767f:1:o STOCK:00000001000000767f:1:p STOCK:00000001000000767f:1:q STOCK:00000001000000e74f:1:c STOCK:00000001000000e74f:1:h STOCK:00000001000000e74f:1:n
ITEM:00009f55:1:c ITEM:00009f55:1:d ITEM:00009f55:1:e ITEM:0000bf7b:1:c ITEM:0000bf7b:1:d ITEM:0000bf7b:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000002:1:i DISTRICT:000000010000000002:1:k CUSTOMER:0000000100000000020000000486:1:f CUSTOMER:0000000100000000020000000486:1:n CUSTOMER:0000000100000000020000000486:1:p STOCK:00000001000000226f:1:c STOCK:00000001000000226f:1:e STOCK:00000001000000226f:1:n
ITEM:00004ebf:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000005:1:i DISTRICT:000000010000000005:1:k CUSTOMER:0000000100000000050000000024:1:f CUSTOMER:0000000100000000050000000024:1:n CUSTOMER:0000000100000000050000000024:1:p STOCK:00000001000000767f:1:c STOCK:00000001000000767f:1:h STOCK:00000001000000767f:1:n STOCK:00000001000000767f:1:o STOCK:00000001000000767f:1:p STOCK:00000001000000767f:1:q STOCK:00000001000000e74f:1:c STOCK:00000001000000e74f:1:h
ITEM:00004ebf:1:d ITEM:00004ebf:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000005:1:i DISTRICT:000000010000000005:1:k CUSTOMER:0000000100000000050000000024:1:f CUSTOMER:0000000100000000050000000024:1:n CUSTOMER:0000000100000000050000000024:1:p STOCK:00000001000000767f:1:c STOCK:00000001000000767f:1:h STOCK:00000001000000767f:1:n STOCK:00000001000000767f:1:o STOCK:00000001000000767f:1:p STOCK:00000001000000767f:1:q STOCK:00000001000000e74f:1:c
ITEM:0000e575:1:e ITEM:00009f55:1:c ITEM:00009f55:1:d ITEM:00009f55:1:e ITEM:0000bf7b:1:c ITEM:0000bf7b:1:d ITEM:0000bf7b:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000002:1:i DISTRICT:000000010000000002:1:k CUSTOMER:0000000100000000020000000486:1:f CUSTOMER:0000000100000000020000000486:1:n CUSTOMER:0000000100000000020000000486:1:p STOCK:00000001000000226f:1:c STOCK:00000001000000226f:1:e
ITEM:00004ebf:1:c ITEM:00004ebf:1:d ITEM:00004ebf:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000005:1:i DISTRICT:000000010000000005:1:k CUSTOMER:0000000100000000050000000024:1:f CUSTOMER:0000000100000000050000000024:1:n CUSTOMER:0000000100000000050000000024:1:p STOCK:00000001000000767f:1:c STOCK:00000001000000767f:1:h STOCK:00000001000000767f:1:n STOCK:00000001000000767f:1:o STOCK:00000001000000767f:1:p STOCK:00000001000000767f:1:q
ITEM:0000e575:1:d ITEM:0000e575:1:e ITEM:00009f55:1:c ITEM:00009f55:1:d ITEM:00009f55:1:e ITEM:0000bf7b:1:c ITEM:0000bf7b:1:d ITEM:0000bf7b:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000002:1:i DISTRICT:000000010000000002:1:k CUSTOMER:0000000100000000020000000486:1:f CUSTOMER:0000000100000000020000000486:1:n CUSTOMER:0000000100000000020000000486:1:p STOCK:00000001000000226f:1:c
ITEM:0000e575:1:c ITEM:0000e575:1:d ITEM:0000e575:1:e ITEM:00009f55:1:c ITEM:00009f55:1:d ITEM:00009f55:1:e ITEM:0000bf7b:1:c ITEM:0000bf7b:1:d ITEM:0000bf7b:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000002:1:i DISTRICT:000000010000000002:1:k CUSTOMER:0000000100000000020000000486:1:f CUSTOMER:0000000100000000020000000486:1:n CUSTOMER:0000000100000000020000000486:1:p
ITEM:0001265f:1:e ITEM:0000e575:1:c ITEM:0000e575:1:d ITEM:0000e575:1:e ITEM:00009f55:1:c ITEM:00009f55:1:d ITEM:00009f55:1:e ITEM:0000bf7b:1:c ITEM:0000bf7b:1:d ITEM:0000bf7b:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000002:1:i DISTRICT:000000010000000002:1:k CUSTOMER:0000000100000000020000000486:1:f CUSTOMER:0000000100000000020000000486:1:n
ITEM:0001265f:1:d ITEM:0001265f:1:e ITEM:0000e575:1:c ITEM:0000e575:1:d ITEM:0000e575:1:e ITEM:00009f55:1:c ITEM:00009f55:1:d ITEM:00009f55:1:e ITEM:0000bf7b:1:c ITEM:0000bf7b:1:d ITEM:0000bf7b:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000002:1:i DISTRICT:000000010000000002:1:k CUSTOMER:0000000100000000020000000486:1:f
ITEM:0001265f:1:c ITEM:0001265f:1:d ITEM:0001265f:1:e ITEM:0000e575:1:c ITEM:0000e575:1:d ITEM:0000e575:1:e ITEM:00009f55:1:c ITEM:00009f55:1:d ITEM:00009f55:1:e ITEM:0000bf7b:1:c ITEM:0000bf7b:1:d ITEM:0000bf7b:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000002:1:i DISTRICT:000000010000000002:1:k
ITEM:0000457f:1:c ITEM:0000457f:1:d ITEM:0000457f:1:e ITEM:00004d2f:1:c ITEM:00004d2f:1:d ITEM:00004d2f:1:e ITEM:000045bc:1:c ITEM:000045bc:1:d ITEM:000045bc:1:e ITEM:0001855f:1:c ITEM:0001855f:1:d ITEM:0001855f:1:e ITEM:0000ae3e:1:c ITEM:0000ae3e:1:d ITEM:0000ae3e:1:e
ITEM:0000f49e:1:d ITEM:0000f49e:1:e ITEM:000000df:1:c ITEM:000000df:1:d ITEM:000000df:1:e ITEM:0001077d:1:c ITEM:0001077d:1:d ITEM:0001077d:1:e ITEM:000115d7:1:c ITEM:000115d7:1:d ITEM:000115d7:1:e ITEM:00004ebf:1:c ITEM:00004ebf:1:d ITEM:00004ebf:1:e WAREHOUSE:00000001:2:h
ITEM:00013755:1:e ITEM:0000457f:1:c ITEM:0000457f:1:d ITEM:0000457f:1:e ITEM:00004d2f:1:c ITEM:00004d2f:1:d ITEM:00004d2f:1:e ITEM:000045bc:1:c ITEM:000045bc:1:d ITEM:000045bc:1:e ITEM:0001855f:1:c ITEM:0001855f:1:d ITEM:0001855f:1:e ITEM:0000ae3e:1:c ITEM:0000ae3e:1:d
ITEM:00013755:1:d ITEM:00013755:1:e ITEM:0000457f:1:c ITEM:0000457f:1:d ITEM:0000457f:1:e ITEM:00004d2f:1:c ITEM:00004d2f:1:d ITEM:00004d2f:1:e ITEM:000045bc:1:c ITEM:000045bc:1:d ITEM:000045bc:1:e ITEM:0001855f:1:c ITEM:0001855f:1:d ITEM:0001855f:1:e ITEM:0000ae3e:1:c
ITEM:00013755:1:c ITEM:00013755:1:d ITEM:00013755:1:e ITEM:0000457f:1:c ITEM:0000457f:1:d ITEM:0000457f:1:e ITEM:00004d2f:1:c ITEM:00004d2f:1:d ITEM:00004d2f:1:e ITEM:000045bc:1:c ITEM:000045bc:1:d ITEM:000045bc:1:e ITEM:0001855f:1:c ITEM:0001855f:1:d ITEM:0001855f:1:e
ITEM:000156ef:1:e ITEM:00013755:1:c ITEM:00013755:1:d ITEM:00013755:1:e ITEM:0000457f:1:c ITEM:0000457f:1:d ITEM:0000457f:1:e ITEM:00004d2f:1:c ITEM:00004d2f:1:d ITEM:00004d2f:1:e ITEM:000045bc:1:c ITEM:000045bc:1:d ITEM:000045bc:1:e ITEM:0001855f:1:c ITEM:0001855f:1:d
ITEM:0000f49e:1:e ITEM:000000df:1:c ITEM:000000df:1:d ITEM:000000df:1:e ITEM:0001077d:1:c ITEM:0001077d:1:d ITEM:0001077d:1:e ITEM:000115d7:1:c ITEM:000115d7:1:d ITEM:000115d7:1:e ITEM:00004ebf:1:c ITEM:00004ebf:1:d ITEM:00004ebf:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000005:1:i
ITEM:000156ef:1:d ITEM:000156ef:1:e ITEM:00013755:1:c ITEM:00013755:1:d ITEM:00013755:1:e ITEM:0000457f:1:c ITEM:0000457f:1:d ITEM:0000457f:1:e ITEM:00004d2f:1:c ITEM:00004d2f:1:d ITEM:00004d2f:1:e ITEM:000045bc:1:c ITEM:000045bc:1:d ITEM:000045bc:1:e ITEM:0001855f:1:c
ITEM:000156ef:1:c ITEM:000156ef:1:d ITEM:000156ef:1:e ITEM:00013755:1:c ITEM:00013755:1:d ITEM:00013755:1:e ITEM:0000457f:1:c ITEM:0000457f:1:d ITEM:0000457f:1:e ITEM:00004d2f:1:c ITEM:00004d2f:1:d ITEM:00004d2f:1:e ITEM:000045bc:1:c ITEM:000045bc:1:d ITEM:000045bc:1:e
ITEM:0000d413:1:e ITEM:000156ef:1:c ITEM:000156ef:1:d ITEM:000156ef:1:e ITEM:00013755:1:c ITEM:00013755:1:d ITEM:00013755:1:e ITEM:0000457f:1:c ITEM:0000457f:1:d ITEM:0000457f:1:e ITEM:00004d2f:1:c ITEM:00004d2f:1:d ITEM:00004d2f:1:e ITEM:000045bc:1:c ITEM:000045bc:1:d
ITEM:0000d413:1:d ITEM:0000d413:1:e ITEM:000156ef:1:c ITEM:000156ef:1:d ITEM:000156ef:1:e ITEM:00013755:1:c ITEM:00013755:1:d ITEM:00013755:1:e ITEM:0000457f:1:c ITEM:0000457f:1:d ITEM:0000457f:1:e ITEM:00004d2f:1:c ITEM:00004d2f:1:d ITEM:00004d2f:1:e ITEM:000045bc:1:c
ITEM:0000d413:1:c ITEM:0000d413:1:d ITEM:0000d413:1:e ITEM:000156ef:1:c ITEM:000156ef:1:d ITEM:000156ef:1:e ITEM:00013755:1:c ITEM:00013755:1:d ITEM:00013755:1:e ITEM:0000457f:1:c ITEM:0000457f:1:d ITEM:0000457f:1:e ITEM:00004d2f:1:c ITEM:00004d2f:1:d ITEM:00004d2f:1:e
ITEM:000000df:1:c ITEM:000000df:1:d ITEM:000000df:1:e ITEM:0001077d:1:c ITEM:0001077d:1:d ITEM:0001077d:1:e ITEM:000115d7:1:c ITEM:000115d7:1:d ITEM:000115d7:1:e ITEM:00004ebf:1:c ITEM:00004ebf:1:d ITEM:00004ebf:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000005:1:i DISTRICT:000000010000000005:1:k
ITEM:0000577f:1:e ITEM:0000d413:1:c ITEM:0000d413:1:d ITEM:0000d413:1:e ITEM:000156ef:1:c ITEM:000156ef:1:d ITEM:000156ef:1:e ITEM:00013755:1:c ITEM:00013755:1:d ITEM:00013755:1:e ITEM:0000457f:1:c ITEM:0000457f:1:d ITEM:0000457f:1:e ITEM:00004d2f:1:c ITEM:00004d2f:1:d
ITEM:0000577f:1:d ITEM:0000577f:1:e ITEM:0000d413:1:c ITEM:0000d413:1:d ITEM:0000d413:1:e ITEM:000156ef:1:c ITEM:000156ef:1:d ITEM:000156ef:1:e ITEM:00013755:1:c ITEM:00013755:1:d ITEM:00013755:1:e ITEM:0000457f:1:c ITEM:0000457f:1:d ITEM:0000457f:1:e ITEM:00004d2f:1:c
ITEM:0000577f:1:c ITEM:0000577f:1:d ITEM:0000577f:1:e ITEM:0000d413:1:c ITEM:0000d413:1:d ITEM:0000d413:1:e ITEM:000156ef:1:c ITEM:000156ef:1:d ITEM:000156ef:1:e ITEM:00013755:1:c ITEM:00013755:1:d ITEM:00013755:1:e ITEM:0000457f:1:c ITEM:0000457f:1:d ITEM:0000457f:1:e
STOCK:0000000100000000df:1:p STOCK:0000000100000000df:1:q STOCK:00000001000001077d:1:c STOCK:00000001000001077d:1:h STOCK:00000001000001077d:1:n STOCK:00000001000001077d:1:o STOCK:00000001000001077d:1:p STOCK:00000001000001077d:1:q STOCK:0000000100000115d7:1:c STOCK:0000000100000115d7:1:h STOCK:0000000100000115d7:1:n STOCK:0000000100000115d7:1:o STOCK:0000000100000115d7:1:p STOCK:0000000100000115d7:1:q STOCK:000000010000004ebf:1:c
CUSTOMER:0000000100000000030000000aa4:1:q ORDERS:0000000100000000040000000854:1:d CUSTOMER:0000000100000000040000000780:1:q ORDERS:0000000100000000050000000854:1:d CUSTOMER:00000001000000000500000004c8:1:q ORDERS:0000000100000000060000000854:1:d CUSTOMER:0000000100000000060000000a82:1:q ORDERS:0000000100000000070000000854:1:d CUSTOMER:0000000100000000070000000b8b:1:q ORDERS:0000000100000000080000000854:1:d CUSTOMER:00000001000000000800000001f7:1:q ORDERS:0000000100000000090000000854:1:d CUSTOMER:00000001000000000900000004c5:1:q ORDERS:00000001000000000a0000000854:1:d CUSTOMER:00000001000000000a000000016a:1:q
ORDERS:0000000100000000030000000854:1:d CUSTOMER:0000000100000000030000000aa4:1:q ORDERS:0000000100000000040000000854:1:d CUSTOMER:0000000100000000040000000780:1:q ORDERS:0000000100000000050000000854:1:d CUSTOMER:00000001000000000500000004c8:1:q ORDERS:0000000100000000060000000854:1:d CUSTOMER:0000000100000000060000000a82:1:q ORDERS:0000000100000000070000000854:1:d CUSTOMER:0000000100000000070000000b8b:1:q ORDERS:0000000100000000080000000854:1:d CUSTOMER:00000001000000000800000001f7:1:q ORDERS:0000000100000000090000000854:1:d CUSTOMER:00000001000000000900000004c5:1:q ORDERS:00000001000000000a0000000854:1:d
CUSTOMER:000000010000000002000000067e:1:q ORDERS:0000000100000000030000000854:1:d CUSTOMER:0000000100000000030000000aa4:1:q ORDERS:0000000100000000040000000854:1:d CUSTOMER:0000000100000000040000000780:1:q ORDERS:0000000100000000050000000854:1:d CUSTOMER:00000001000000000500000004c8:1:q ORDERS:0000000100000000060000000854:1:d CUSTOMER:0000000100000000060000000a82:1:q ORDERS:0000000100000000070000000854:1:d CUSTOMER:0000000100000000070000000b8b:1:q ORDERS:0000000100000000080000000854:1:d CUSTOMER:00000001000000000800000001f7:1:q ORDERS:0000000100000000090000000854:1:d CUSTOMER:00000001000000000900000004c5:1:q
ORDERS:0000000100000000020000000854:1:d CUSTOMER:000000010000000002000000067e:1:q ORDERS:0000000100000000030000000854:1:d CUSTOMER:0000000100000000030000000aa4:1:q ORDERS:0000000100000000040000000854:1:d CUSTOMER:0000000100000000040000000780:1:q ORDERS:0000000100000000050000000854:1:d CUSTOMER:00000001000000000500000004c8:1:q ORDERS:0000000100000000060000000854:1:d CUSTOMER:0000000100000000060000000a82:1:q ORDERS:0000000100000000070000000854:1:d CUSTOMER:0000000100000000070000000b8b:1:q ORDERS:0000000100000000080000000854:1:d CUSTOMER:00000001000000000800000001f7:1:q ORDERS:0000000100000000090000000854:1:d
CUSTOMER:000000010000000001000000044b:1:q ORDERS:0000000100000000020000000854:1:d CUSTOMER:000000010000000002000000067e:1:q ORDERS:0000000100000000030000000854:1:d CUSTOMER:0000000100000000030000000aa4:1:q ORDERS:0000000100000000040000000854:1:d CUSTOMER:0000000100000000040000000780:1:q ORDERS:0000000100000000050000000854:1:d CUSTOMER:00000001000000000500000004c8:1:q ORDERS:0000000100000000060000000854:1:d CUSTOMER:0000000100000000060000000a82:1:q ORDERS:0000000100000000070000000854:1:d CUSTOMER:0000000100000000070000000b8b:1:q ORDERS:0000000100000000080000000854:1:d CUSTOMER:00000001000000000800000001f7:1:q
ORDERS:0000000100000000010000000854:1:d CUSTOMER:000000010000000001000000044b:1:q ORDERS:0000000100000000020000000854:1:d CUSTOMER:000000010000000002000000067e:1:q ORDERS:0000000100000000030000000854:1:d CUSTOMER:0000000100000000030000000aa4:1:q ORDERS:0000000100000000040000000854:1:d CUSTOMER:0000000100000000040000000780:1:q ORDERS:0000000100000000050000000854:1:d CUSTOMER:00000001000000000500000004c8:1:q ORDERS:0000000100000000060000000854:1:d CUSTOMER:0000000100000000060000000a82:1:q ORDERS:0000000100000000070000000854:1:d CUSTOMER:0000000100000000070000000b8b:1:q ORDERS:0000000100000000080000000854:1:d
STOCK:000000010000011628:1:o STOCK:000000010000011628:1:p STOCK:000000010000011628:1:q STOCK:00000001000000974f:1:c STOCK:00000001000000974f:1:j STOCK:00000001000000974f:1:n STOCK:00000001000000974f:1:o STOCK:00000001000000974f:1:p STOCK:00000001000000974f:1:q STOCK:00000001000001735e:1:c STOCK:00000001000001735e:1:j STOCK:00000001000001735e:1:n STOCK:00000001000001735e:1:o STOCK:00000001000001735e:1:p STOCK:00000001000001735e:1:q
STOCK:000000010000011628:1:n STOCK:000000010000011628:1:o STOCK:000000010000011628:1:p STOCK:000000010000011628:1:q STOCK:00000001000000974f:1:c STOCK:00000001000000974f:1:j STOCK:00000001000000974f:1:n STOCK:00000001000000974f:1:o STOCK:00000001000000974f:1:p STOCK:00000001000000974f:1:q STOCK:00000001000001735e:1:c STOCK:00000001000001735e:1:j STOCK:00000001000001735e:1:n STOCK:00000001000001735e:1:o STOCK:00000001000001735e:1:p
STOCK:000000010000011628:1:j STOCK:000000010000011628:1:n STOCK:000000010000011628:1:o STOCK:000000010000011628:1:p STOCK:000000010000011628:1:q STOCK:00000001000000974f:1:c STOCK:00000001000000974f:1:j STOCK:00000001000000974f:1:n STOCK:00000001000000974f:1:o STOCK:00000001000000974f:1:p STOCK:00000001000000974f:1:q STOCK:00000001000001735e:1:c STOCK:00000001000001735e:1:j STOCK:00000001000001735e:1:n STOCK:00000001000001735e:1:o
STOCK:000000010000011628:1:c STOCK:000000010000011628:1:j STOCK:000000010000011628:1:n STOCK:000000010000011628:1:o STOCK:000000010000011628:1:p STOCK:000000010000011628:1:q STOCK:00000001000000974f:1:c STOCK:00000001000000974f:1:j STOCK:00000001000000974f:1:n STOCK:00000001000000974f:1:o STOCK:00000001000000974f:1:p STOCK:00000001000000974f:1:q STOCK:00000001000001735e:1:c STOCK:00000001000001735e:1:j STOCK:00000001000001735e:1:n
STOCK:000000010000013635:1:q STOCK:000000010000011628:1:c STOCK:000000010000011628:1:j STOCK:000000010000011628:1:n STOCK:000000010000011628:1:o STOCK:000000010000011628:1:p STOCK:000000010000011628:1:q STOCK:00000001000000974f:1:c STOCK:00000001000000974f:1:j STOCK:00000001000000974f:1:n STOCK:00000001000000974f:1:o STOCK:00000001000000974f:1:p STOCK:00000001000000974f:1:q STOCK:00000001000001735e:1:c STOCK:00000001000001735e:1:j
STOCK:000000010000013635:1:p STOCK:000000010000013635:1:q STOCK:000000010000011628:1:c STOCK:000000010000011628:1:j STOCK:000000010000011628:1:n STOCK:000000010000011628:1:o STOCK:000000010000011628:1:p STOCK:000000010000011628:1:q STOCK:00000001000000974f:1:c STOCK:00000001000000974f:1:j STOCK:00000001000000974f:1:n STOCK:00000001000000974f:1:o STOCK:00000001000000974f:1:p STOCK:00000001000000974f:1:q STOCK:00000001000001735e:1:c
STOCK:000000010000013635:1:o STOCK:000000010000013635:1:p STOCK:000000010000013635:1:q STOCK:000000010000011628:1:c STOCK:000000010000011628:1:j STOCK:000000010000011628:1:n STOCK:000000010000011628:1:o STOCK:000000010000011628:1:p STOCK:000000010000011628:1:q STOCK:00000001000000974f:1:c STOCK:00000001000000974f:1:j STOCK:00000001000000974f:1:n STOCK:00000001000000974f:1:o STOCK:00000001000000974f:1:p STOCK:00000001000000974f:1:q
STOCK:000000010000013635:1:n STOCK:000000010000013635:1:o STOCK:000000010000013635:1:p STOCK:000000010000013635:1:q STOCK:000000010000011628:1:c STOCK:000000010000011628:1:j STOCK:000000010000011628:1:n STOCK:000000010000011628:1:o STOCK:000000010000011628:1:p STOCK:000000010000011628:1:q STOCK:00000001000000974f:1:c STOCK:00000001000000974f:1:j STOCK:00000001000000974f:1:n STOCK:00000001000000974f:1:o STOCK:00000001000000974f:1:p
STOCK:000000010000013635:1:j STOCK:000000010000013635:1:n STOCK:000000010000013635:1:o STOCK:000000010000013635:1:p STOCK:000000010000013635:1:q STOCK:000000010000011628:1:c STOCK:000000010000011628:1:j STOCK:000000010000011628:1:n STOCK:000000010000011628:1:o STOCK:000000010000011628:1:p STOCK:000000010000011628:1:q STOCK:00000001000000974f:1:c STOCK:00000001000000974f:1:j STOCK:00000001000000974f:1:n STOCK:00000001000000974f:1:o
STOCK:000000010000013635:1:c STOCK:000000010000013635:1:j STOCK:000000010000013635:1:n STOCK:000000010000013635:1:o STOCK:000000010000013635:1:p STOCK:000000010000013635:1:q STOCK:000000010000011628:1:c STOCK:000000010000011628:1:j STOCK:000000010000011628:1:n STOCK:000000010000011628:1:o STOCK:000000010000011628:1:p STOCK:000000010000011628:1:q STOCK:00000001000000974f:1:c STOCK:00000001000000974f:1:j STOCK:00000001000000974f:1:n
STOCK:00000001000001735b:1:q STOCK:000000010000013635:1:c STOCK:000000010000013635:1:j STOCK:000000010000013635:1:n STOCK:000000010000013635:1:o STOCK:000000010000013635:1:p STOCK:000000010000013635:1:q STOCK:000000010000011628:1:c STOCK:000000010000011628:1:j STOCK:000000010000011628:1:n STOCK:000000010000011628:1:o STOCK:000000010000011628:1:p STOCK:000000010000011628:1:q STOCK:00000001000000974f:1:c STOCK:00000001000000974f:1:j
STOCK:00000001000001735b:1:p STOCK:00000001000001735b:1:q STOCK:000000010000013635:1:c STOCK:000000010000013635:1:j STOCK:000000010000013635:1:n STOCK:000000010000013635:1:o STOCK:000000010000013635:1:p STOCK:000000010000013635:1:q STOCK:000000010000011628:1:c STOCK:000000010000011628:1:j STOCK:000000010000011628:1:n STOCK:000000010000011628:1:o STOCK:000000010000011628:1:p STOCK:000000010000011628:1:q STOCK:00000001000000974f:1:c
STOCK:00000001000001735b:1:o STOCK:00000001000001735b:1:p STOCK:00000001000001735b:1:q STOCK:000000010000013635:1:c STOCK:000000010000013635:1:j STOCK:000000010000013635:1:n STOCK:000000010000013635:1:o STOCK:000000010000013635:1:p STOCK:000000010000013635:1:q STOCK:000000010000011628:1:c STOCK:000000010000011628:1:j STOCK:000000010000011628:1:n STOCK:000000010000011628:1:o STOCK:000000010000011628:1:p STOCK:000000010000011628:1:q
